Product_ID,Sale_Date_New,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel,Region_and_Sales_Rep,Month,Year,Profit_Per_Unit,Total_Cost,Profit
1032,2023-08-06,Eve,West,219.82,49,Electronics,4812.41,5088.0,Returning,0.09,Credit Card,Online,West-Eve,8.0,2023.0,275.59000000000015,235808.09,-235588.27
1071,,Alice,West,189.48,22,Electronics,2701.39,3185.81,New,0.01,Bank Transfer,Online,West-Alice,,,484.4200000000001,59430.579999999994,-59241.09999999999
1059,,Alice,West,3634.59,21,Clothing,3110.54,3192.99,New,0.17,Credit Card,Online,West-Alice,,,82.44999999999982,65321.34,-61686.75
1086,,Alice,South,9269.32,33,Clothing,3419.33,3890.36,Returning,0.21,Cash,Retail,South-Alice,,,471.0300000000002,112837.89,-103568.57
1028,2023-04-08,Alice,North,2363.9,38,Clothing,3350.32,3449.94,New,0.26,Cash,Online,North-Alice,4.0,2023.0,99.61999999999989,127312.16,-124948.26000000001
1066,2023-03-07,Charlie,North,6380.2,15,Furniture,2579.31,2867.36,Returning,0.04,Bank Transfer,Retail,North-Charlie,3.0,2023.0,288.0500000000002,38689.65,-32309.45
1042,,David,South,2298.55,46,Furniture,2172.38,2367.11,New,0.16,Cash,Retail,South-David,,,194.73000000000002,99929.48000000001,-97630.93000000001
1045,2023-06-06,Bob,South,3284.53,15,Electronics,316.22,799.04,New,0.0,Bank Transfer,Online,South-Bob,6.0,2023.0,482.81999999999994,4743.3,-1458.77
1062,,Charlie,North,8495.62,46,Furniture,159.32,303.36,New,0.03,Cash,Retail,North-Charlie,,,144.04000000000002,7328.719999999999,1166.9000000000015
1057,,Charlie,West,7315.73,25,Food,1821.91,2027.74,New,0.02,Bank Transfer,Retail,West-Charlie,,,205.82999999999993,45547.75,-38232.020000000004
1006,2023-06-06,Bob,East,1044.45,21,Electronics,1701.62,2193.22,New,0.22,Bank Transfer,Retail,East-Bob,6.0,2023.0,491.5999999999999,35734.02,-34689.57
1028,,Bob,East,4344.15,24,Electronics,1969.09,2241.96,Returning,0.02,Credit Card,Online,East-Bob,,,272.8700000000001,47258.159999999996,-42914.009999999995
1028,,Alice,East,388.78,5,Food,734.92,991.21,Returning,0.21,Credit Card,Online,East-Alice,,,256.2900000000001,3674.6,-3285.8199999999997
1044,,Charlie,West,4860.81,6,Electronics,3703.93,3840.24,New,0.07,Credit Card,Online,West-Charlie,,,136.30999999999995,22223.579999999998,-17362.769999999997
1084,,Eve,North,6658.1,49,Furniture,4291.97,4645.64,Returning,0.26,Credit Card,Online,North-Eve,,,353.6700000000001,210306.53,-203648.43
1030,2023-10-05,Bob,South,1273.18,43,Clothing,4696.64,4713.68,Returning,0.24,Bank Transfer,Online,South-Bob,10.0,2023.0,17.039999999999964,201955.52000000002,-200682.34000000003
1062,2023-05-04,Bob,North,2959.96,48,Food,2487.19,2521.45,New,0.29,Cash,Online,North-Bob,5.0,2023.0,34.25999999999976,119385.12,-116425.15999999999
1075,,David,West,4038.58,44,Furniture,3519.29,3822.98,Returning,0.27,Bank Transfer,Online,West-David,,,303.69000000000005,154848.76,-150810.18000000002
1092,,Eve,South,9203.36,47,Food,4284.98,4462.4,New,0.28,Credit Card,Retail,South-Eve,,,177.42000000000007,201394.05999999997,-192190.69999999995
1089,,Eve,West,9933.22,23,Food,2120.54,2597.67,Returning,0.26,Credit Card,Retail,West-Eve,,,477.1300000000001,48772.42,-38839.2
1062,2023-09-10,Bob,East,544.62,4,Electronics,1581.59,2034.15,Returning,0.21,Cash,Online,East-Bob,9.0,2023.0,452.5600000000002,6326.36,-5781.74
1097,,Alice,East,7633.98,27,Electronics,4686.79,5046.51,Returning,0.05,Credit Card,Retail,East-Alice,,,359.72000000000025,126543.33,-118909.35
1001,2023-10-10,David,West,3780.07,18,Furniture,2602.6,3013.49,Returning,0.08,Bank Transfer,Online,West-David,10.0,2023.0,410.8899999999999,46846.799999999996,-43066.729999999996
1027,2023-10-03,Eve,South,3985.34,21,Food,2511.41,2848.4,Returning,0.06,Bank Transfer,Online,South-Eve,10.0,2023.0,336.99000000000024,52739.61,-48754.270000000004
1062,,Bob,South,7567.22,28,Electronics,933.16,1004.7,Returning,0.18,Bank Transfer,Online,South-Bob,,,71.54000000000008,26128.48,-18561.26
1077,2023-11-01,Eve,North,9192.42,35,Electronics,585.37,970.49,Returning,0.15,Bank Transfer,Retail,North-Eve,11.0,2023.0,385.12,20487.95,-11295.53
1003,2023-11-09,David,East,9514.19,22,Food,4218.43,4331.42,New,0.26,Bank Transfer,Online,East-David,11.0,2023.0,112.98999999999978,92805.46,-83291.27
1070,,David,North,5813.51,40,Furniture,3089.96,3258.45,New,0.29,Cash,Online,North-David,,,168.48999999999978,123598.4,-117784.89
1072,,Charlie,North,3635.5,23,Furniture,1662.83,2074.25,New,0.12,Bank Transfer,Online,North-Charlie,,,411.4200000000001,38245.09,-34609.59
1027,2023-07-02,Bob,West,7896.74,3,Food,999.09,1271.99,New,0.15,Credit Card,Online,West-Bob,7.0,2023.0,272.9,2997.27,4899.469999999999
1009,,David,West,2584.91,40,Furniture,2799.71,3231.08,Returning,0.29,Credit Card,Retail,West-David,,,431.3699999999999,111988.4,-109403.48999999999
1062,,Charlie,North,5684.33,10,Electronics,2940.4,3054.79,Returning,0.08,Credit Card,Online,North-Charlie,,,114.38999999999987,29404.0,-23719.67
1037,,Charlie,East,3649.93,25,Food,1074.62,1382.43,Returning,0.24,Credit Card,Retail,East-Charlie,,,307.8100000000002,26865.499999999996,-23215.569999999996
1097,,Eve,West,6600.65,49,Electronics,4264.46,4315.52,New,0.07,Cash,Retail,West-Eve,,,51.0600000000004,208958.54,-202357.89
1051,2023-12-12,Eve,North,2479.95,8,Clothing,467.11,792.21,New,0.2,Credit Card,Online,North-Eve,12.0,2023.0,325.1,3736.88,-1256.9300000000003
1044,,Charlie,North,1996.77,11,Clothing,1812.66,2196.3,New,0.08,Cash,Online,North-Charlie,,,383.6400000000001,19939.260000000002,-17942.49
1024,,Eve,North,9190.57,5,Furniture,3417.9,3714.52,Returning,0.27,Credit Card,Retail,North-Eve,,,296.6199999999999,17089.5,-7898.93
1079,2023-06-08,David,North,1107.86,45,Clothing,1406.9,1547.35,New,0.17,Cash,Retail,North-David,6.0,2023.0,140.44999999999982,63310.50000000001,-62202.64000000001
1059,,Alice,North,5108.98,37,Electronics,4146.99,4172.35,Returning,0.06,Cash,Retail,North-Alice,,,25.360000000000582,153438.63,-148329.65
1032,,David,North,2286.44,45,Clothing,3712.35,3780.88,New,0.07,Cash,Retail,North-David,,,68.5300000000002,167055.75,-164769.31
1096,,Charlie,West,485.41,38,Electronics,3955.66,4270.59,Returning,0.15,Credit Card,Online,West-Charlie,,,314.9300000000003,150315.08,-149829.66999999998
1088,,Charlie,East,456.59,29,Furniture,639.58,1107.45,New,0.29,Cash,Retail,East-Charlie,,,467.87,18547.82,-18091.23
1052,,David,North,1834.7,5,Furniture,745.71,856.91,Returning,0.23,Bank Transfer,Retail,North-David,,,111.19999999999993,3728.55,-1893.8500000000001
1062,2023-12-11,Eve,South,8681.03,9,Electronics,1468.05,1838.21,New,0.15,Bank Transfer,Retail,South-Eve,12.0,2023.0,370.1600000000001,13212.449999999999,-4531.419999999998
1058,,Eve,West,2896.54,48,Clothing,2614.48,3049.04,New,0.1,Credit Card,Retail,West-Eve,,,434.55999999999995,125495.04000000001,-122598.50000000001
1052,,Charlie,West,9509.55,2,Furniture,3752.68,4017.91,Returning,0.16,Bank Transfer,Online,West-Charlie,,,265.23,7505.36,2004.1899999999996
1012,,Bob,North,5858.06,1,Food,4190.83,4528.77,Returning,0.22,Bank Transfer,Online,North-Bob,,,337.9400000000005,4190.83,1667.2300000000005
1039,,Eve,West,4422.48,40,Furniture,3536.46,3945.82,New,0.24,Bank Transfer,Online,West-Eve,,,409.3600000000001,141458.4,-137035.91999999998
1002,,David,North,5842.88,30,Clothing,4646.55,4784.28,Returning,0.1,Credit Card,Retail,North-David,,,137.72999999999956,139396.5,-133553.62
1003,,Eve,East,5215.31,11,Food,3706.78,3862.26,New,0.22,Credit Card,Retail,East-Eve,,,155.48000000000002,40774.58,-35559.270000000004
1056,2023-07-05,David,East,7611.88,28,Clothing,1566.03,1576.34,Returning,0.2,Bank Transfer,Online,East-David,7.0,2023.0,10.309999999999945,43848.84,-36236.96
1081,,Charlie,West,2896.71,44,Electronics,1362.15,1844.07,New,0.29,Credit Card,Online,West-Charlie,,,481.91999999999985,59934.600000000006,-57037.89000000001
1059,2023-02-04,Eve,West,3595.2,12,Food,3496.15,3955.75,Returning,0.28,Cash,Retail,West-Eve,2.0,2023.0,459.5999999999999,41953.8,-38358.600000000006
1002,,David,South,8951.53,39,Clothing,1004.71,1389.35,New,0.24,Bank Transfer,Online,South-David,,,384.6399999999999,39183.69,-30232.160000000003
1002,,Charlie,West,9469.92,26,Food,508.94,557.69,New,0.22,Credit Card,Retail,West-Charlie,,,48.75000000000006,13232.44,-3762.5200000000004
1092,,Bob,South,8936.33,13,Clothing,2684.5,2913.78,New,0.08,Credit Card,Retail,South-Bob,,,229.2800000000002,34898.5,-25962.17
1054,,David,East,4252.54,8,Food,4117.13,4177.06,Returning,0.25,Bank Transfer,Retail,East-David,,,59.93000000000029,32937.04,-28684.5
1087,,Bob,East,7825.62,28,Clothing,551.83,569.63,New,0.13,Credit Card,Retail,East-Bob,,,17.799999999999955,15451.240000000002,-7625.620000000002
1096,2023-02-08,Bob,North,4815.72,30,Electronics,3969.86,4281.79,Returning,0.08,Bank Transfer,Retail,North-Bob,2.0,2023.0,311.92999999999984,119095.8,-114280.08
1097,,Alice,East,5025.64,9,Food,4067.28,4548.09,Returning,0.12,Credit Card,Retail,East-Alice,,,480.80999999999995,36605.520000000004,-31579.880000000005
1001,,Eve,South,2126.33,39,Food,2437.26,2889.67,Returning,0.25,Cash,Online,South-Eve,,,452.40999999999985,95053.14000000001,-92926.81000000001
1019,,David,West,5952.19,31,Food,333.69,685.1,New,0.04,Bank Transfer,Online,West-David,,,351.41,10344.39,-4392.2
1002,2023-11-04,Bob,North,1942.75,21,Food,914.22,971.57,Returning,0.14,Cash,Online,North-Bob,11.0,2023.0,57.35000000000002,19198.62,-17255.87
1053,2023-12-12,Alice,South,3382.49,47,Electronics,3551.76,3696.1,Returning,0.15,Bank Transfer,Retail,South-Alice,12.0,2023.0,144.3399999999997,166932.72,-163550.23
1044,,Charlie,West,8564.8,34,Food,3573.3,3740.13,Returning,0.01,Credit Card,Online,West-Charlie,,,166.82999999999993,121492.20000000001,-112927.40000000001
1090,2023-01-07,David,North,2150.05,31,Furniture,4496.86,4880.8,New,0.06,Cash,Retail,North-David,1.0,2023.0,383.9400000000005,139402.66,-137252.61000000002
1032,2023-09-11,Bob,East,804.47,25,Electronics,2934.3,3337.4,Returning,0.25,Credit Card,Retail,East-Bob,9.0,2023.0,403.0999999999999,73357.5,-72553.03
1070,2023-01-01,Eve,South,783.18,12,Furniture,664.33,863.03,Returning,0.25,Bank Transfer,Retail,South-Eve,1.0,2023.0,198.69999999999993,7971.960000000001,-7188.780000000001
1032,,Alice,West,9413.77,1,Food,651.0,865.76,Returning,0.09,Bank Transfer,Retail,West-Alice,,,214.76,651.0,8762.77
1068,,Bob,North,5118.51,22,Clothing,3619.61,3651.42,Returning,0.26,Bank Transfer,Online,North-Bob,,,31.809999999999945,79631.42,-74512.91
1055,,Eve,North,4153.18,40,Furniture,959.73,1111.41,New,0.23,Bank Transfer,Online,North-Eve,,,151.68000000000006,38389.2,-34236.02
1075,2023-05-11,Bob,East,8127.7,37,Food,1675.51,1906.64,New,0.13,Bank Transfer,Online,East-Bob,5.0,2023.0,231.1300000000001,61993.87,-53866.170000000006
1056,,David,West,8374.68,47,Furniture,2461.7,2529.02,Returning,0.22,Cash,Retail,West-David,,,67.32000000000016,115699.9,-107325.22
1017,,David,East,3388.69,1,Food,172.59,404.69,Returning,0.29,Bank Transfer,Online,East-David,,,232.1,172.59,3216.1
1038,2023-09-11,David,East,6966.82,1,Food,1281.65,1709.71,Returning,0.14,Credit Card,Online,East-David,9.0,2023.0,428.05999999999995,1281.65,5685.17
1024,,Alice,West,7734.12,42,Food,2069.05,2363.9,Returning,0.07,Cash,Online,West-Alice,,,294.8499999999999,86900.1,-79165.98000000001
1069,2023-03-06,David,West,6581.04,42,Clothing,1434.2,1482.88,New,0.28,Credit Card,Retail,West-David,3.0,2023.0,48.680000000000064,60236.4,-53655.36
1098,,Eve,West,1600.79,21,Furniture,725.03,828.95,New,0.18,Bank Transfer,Online,West-Eve,,,103.92000000000007,15225.63,-13624.84
1070,2023-04-03,Bob,South,8771.24,15,Electronics,3653.66,3896.19,New,0.03,Credit Card,Retail,South-Bob,4.0,2023.0,242.5300000000002,54804.899999999994,-46033.659999999996
1086,2023-01-09,Charlie,West,5437.04,17,Electronics,4075.08,4262.21,New,0.17,Cash,Online,West-Charlie,1.0,2023.0,187.1300000000001,69276.36,-63839.32
1011,,Eve,North,2896.48,22,Electronics,1324.52,1510.3,Returning,0.15,Cash,Retail,North-Eve,,,185.77999999999997,29139.44,-26242.96
1016,,Eve,East,4309.76,38,Electronics,3883.38,4152.72,Returning,0.26,Cash,Online,East-Eve,,,269.34000000000015,147568.44,-143258.68
1097,,David,South,471.95,35,Food,1958.49,2254.84,New,0.16,Credit Card,Online,South-David,,,296.35000000000014,68547.15,-68075.2
1073,,Alice,West,1365.88,45,Furniture,2558.09,2958.55,New,0.08,Cash,Online,West-Alice,,,400.46000000000004,115114.05,-113748.17
1059,,Bob,South,7678.91,16,Furniture,4287.21,4464.28,Returning,0.2,Credit Card,Retail,South-Bob,,,177.0699999999997,68595.36,-60916.45
1070,,Alice,West,100.12,8,Clothing,3762.27,4166.95,Returning,0.16,Bank Transfer,Online,West-Alice,,,404.67999999999984,30098.16,-29998.04
1080,,Bob,South,4224.0,47,Furniture,4035.33,4211.25,Returning,0.07,Bank Transfer,Online,South-Bob,,,175.92000000000007,189660.51,-185436.51
1093,2023-08-05,Bob,East,5272.85,17,Furniture,727.38,764.54,Returning,0.17,Credit Card,Retail,East-Bob,8.0,2023.0,37.15999999999997,12365.46,-7092.609999999999
1003,,Alice,East,640.88,17,Furniture,395.11,676.66,Returning,0.25,Cash,Retail,East-Alice,,,281.54999999999995,6716.87,-6075.99
1020,2023-08-09,Eve,North,9733.47,26,Clothing,4472.35,4770.42,New,0.01,Credit Card,Retail,North-Eve,8.0,2023.0,298.0699999999997,116281.1,-106547.63
1059,,Bob,North,2338.64,13,Electronics,1969.78,2437.7,New,0.19,Credit Card,Retail,North-Bob,,,467.91999999999985,25607.14,-23268.5
1036,2023-01-07,Alice,West,3111.57,17,Furniture,1475.0,1840.77,Returning,0.1,Credit Card,Online,West-Alice,1.0,2023.0,365.77,25075.0,-21963.43
1019,2023-01-06,Bob,East,3109.03,38,Clothing,3637.25,4096.96,Returning,0.09,Bank Transfer,Online,East-Bob,1.0,2023.0,459.71000000000004,138215.5,-135106.47
1090,,Charlie,South,2381.12,17,Clothing,4190.26,4645.35,New,0.12,Credit Card,Retail,South-Charlie,,,455.09000000000015,71234.42,-68853.3
1067,,Eve,South,114.59,48,Food,4319.32,4625.56,Returning,0.1,Bank Transfer,Online,South-Eve,,,306.2400000000007,207327.36,-207212.77
1019,,David,South,7320.51,14,Clothing,1614.19,1882.79,New,0.25,Credit Card,Retail,South-David,,,268.5999999999999,22598.66,-15278.15
1020,2023-10-12,Bob,North,9671.77,45,Electronics,4268.45,4551.6,New,0.08,Bank Transfer,Online,North-Bob,10.0,2023.0,283.15000000000055,192080.25,-182408.48
1096,2023-10-06,Charlie,South,2320.51,6,Furniture,252.62,742.0,New,0.22,Credit Card,Retail,South-Charlie,10.0,2023.0,489.38,1515.72,804.7900000000002
1071,,David,North,6664.17,35,Clothing,295.82,684.67,New,0.03,Credit Card,Online,North-David,,,388.84999999999997,10353.699999999999,-3689.529999999999
1052,2023-12-10,David,North,7444.77,46,Electronics,3136.42,3198.49,Returning,0.29,Cash,Retail,North-David,12.0,2023.0,62.06999999999971,144275.32,-136830.55000000002
1033,2023-04-03,Bob,West,8499.41,14,Clothing,362.38,753.81,Returning,0.19,Cash,Retail,West-Bob,4.0,2023.0,391.42999999999995,5073.32,3426.09
1040,,Alice,South,4284.03,47,Clothing,1656.82,1750.38,New,0.21,Credit Card,Online,South-Alice,,,93.56000000000017,77870.54,-73586.51
1039,2023-03-06,Bob,South,3099.02,8,Clothing,3380.14,3609.34,Returning,0.09,Credit Card,Online,South-Bob,3.0,2023.0,229.20000000000027,27041.12,-23942.1
1082,2023-05-06,Charlie,East,3320.42,15,Clothing,1719.47,1832.6,Returning,0.12,Credit Card,Online,East-Charlie,5.0,2023.0,113.12999999999988,25792.05,-22471.629999999997
1001,,David,West,7154.95,27,Clothing,939.02,1286.92,Returning,0.07,Credit Card,Retail,West-David,,,347.9000000000001,25353.54,-18198.59
1011,2023-03-12,Bob,East,8186.12,13,Electronics,1442.69,1882.57,Returning,0.28,Cash,Online,East-Bob,3.0,2023.0,439.8799999999999,18754.97,-10568.850000000002
1092,,Alice,West,1897.98,49,Furniture,2315.0,2467.28,New,0.15,Bank Transfer,Retail,West-Alice,,,152.2800000000002,113435.0,-111537.02
1057,,Bob,South,3772.32,31,Furniture,2403.16,2453.35,Returning,0.19,Credit Card,Online,South-Bob,,,50.190000000000055,74497.95999999999,-70725.63999999998
1089,,Eve,North,9029.21,35,Furniture,3925.85,4082.11,New,0.22,Cash,Online,North-Eve,,,156.26000000000022,137404.75,-128375.54000000001
1050,,Alice,North,8086.27,6,Furniture,3763.26,4102.72,New,0.11,Credit Card,Retail,North-Alice,,,339.46000000000004,22579.56,-14493.29
1023,,Charlie,North,9850.1,5,Electronics,2311.25,2482.34,Returning,0.22,Credit Card,Retail,North-Charlie,,,171.09000000000015,11556.25,-1706.1499999999996
1031,2023-08-12,David,North,7567.06,22,Food,4236.05,4382.32,New,0.2,Bank Transfer,Online,North-David,8.0,2023.0,146.26999999999953,93193.1,-85626.04000000001
1094,2023-04-03,Bob,North,3992.63,49,Food,615.47,715.84,Returning,0.21,Credit Card,Retail,North-Bob,4.0,2023.0,100.37,30158.030000000002,-26165.4
1042,2023-08-07,Alice,East,5947.31,23,Electronics,1314.0,1567.78,Returning,0.15,Credit Card,Retail,East-Alice,8.0,2023.0,253.77999999999997,30222.0,-24274.69
1099,,Eve,West,6644.04,25,Electronics,4148.48,4293.69,New,0.11,Bank Transfer,Online,West-Eve,,,145.21000000000004,103711.99999999999,-97067.95999999999
1007,,Alice,South,876.71,34,Clothing,1921.07,2289.27,Returning,0.07,Bank Transfer,Retail,South-Alice,,,368.20000000000005,65316.38,-64439.67
1016,,Eve,East,5490.52,26,Clothing,4906.85,4954.39,New,0.25,Bank Transfer,Online,East-Eve,,,47.539999999999964,127578.1,-122087.58
1090,,Charlie,West,7122.28,47,Clothing,2357.95,2693.33,New,0.18,Bank Transfer,Online,West-Charlie,,,335.3800000000001,110823.65,-103701.37
1060,2023-12-08,David,North,1756.48,5,Furniture,3970.08,4096.48,Returning,0.13,Cash,Retail,North-David,12.0,2023.0,126.39999999999964,19850.4,-18093.920000000002
1002,,Charlie,West,7828.25,26,Clothing,2041.42,2291.17,Returning,0.28,Cash,Online,West-Charlie,,,249.75,53076.92,-45248.67
1001,2023-03-08,Bob,West,5879.35,20,Food,2153.52,2303.7,Returning,0.01,Cash,Retail,West-Bob,3.0,2023.0,150.17999999999984,43070.4,-37191.05
1048,,Alice,North,9527.0,6,Furniture,1945.27,2309.43,New,0.26,Credit Card,Online,North-Alice,,,364.15999999999985,11671.619999999999,-2144.619999999999
1012,,Eve,North,519.98,6,Clothing,3609.42,4082.62,Returning,0.3,Bank Transfer,Retail,North-Eve,,,473.1999999999998,21656.52,-21136.54
1069,2023-01-02,Eve,North,2726.73,18,Furniture,2760.21,3219.58,New,0.27,Bank Transfer,Retail,North-Eve,1.0,2023.0,459.3699999999999,49683.78,-46957.049999999996
1037,2023-07-06,Alice,South,6055.38,4,Food,4721.7,5017.58,New,0.24,Cash,Retail,South-Alice,7.0,2023.0,295.8800000000001,18886.8,-12831.419999999998
1032,2023-12-10,Alice,North,3035.94,17,Clothing,1291.91,1528.59,Returning,0.11,Credit Card,Retail,North-Alice,12.0,2023.0,236.67999999999984,21962.47,-18926.530000000002
1009,2023-01-11,Bob,South,7172.8,14,Food,547.79,958.76,Returning,0.07,Credit Card,Retail,South-Bob,1.0,2023.0,410.97,7669.0599999999995,-496.2599999999993
1099,,Charlie,North,7614.15,14,Food,1996.64,2341.47,Returning,0.22,Credit Card,Online,North-Charlie,,,344.8299999999997,27952.960000000003,-20338.810000000005
1019,,Eve,South,1114.91,13,Food,3102.73,3202.68,New,0.09,Cash,Online,South-Eve,,,99.94999999999982,40335.49,-39220.579999999994
1048,,Bob,West,5187.16,7,Clothing,4310.95,4723.2,Returning,0.05,Credit Card,Retail,West-Bob,,,412.25,30176.649999999998,-24989.489999999998
1080,,Charlie,East,5138.02,44,Electronics,1763.67,1983.82,New,0.24,Credit Card,Online,East-Charlie,,,220.14999999999986,77601.48000000001,-72463.46
1003,,Bob,West,3755.88,15,Clothing,3286.24,3388.84,Returning,0.09,Credit Card,Retail,West-Bob,,,102.60000000000036,49293.6,-45537.72
1020,,Eve,West,9335.96,19,Food,1783.48,1931.56,Returning,0.27,Bank Transfer,Retail,West-Eve,,,148.07999999999993,33886.12,-24550.160000000003
1024,,Alice,North,8292.31,43,Clothing,3105.24,3246.33,New,0.25,Cash,Online,North-Alice,,,141.09000000000015,133525.31999999998,-125233.00999999998
1054,,Alice,South,7002.37,47,Food,4429.8,4694.21,New,0.25,Bank Transfer,Online,South-Alice,,,264.40999999999985,208200.6,-201198.23
1033,,Charlie,East,7171.83,44,Electronics,1195.22,1320.06,Returning,0.23,Bank Transfer,Retail,East-Charlie,,,124.83999999999992,52589.68,-45417.85
1024,,David,North,4670.99,35,Furniture,2051.0,2121.55,Returning,0.26,Cash,Retail,North-David,,,70.55000000000018,71785.0,-67114.01
1075,2023-10-08,Charlie,North,9217.85,17,Electronics,4966.66,5037.27,Returning,0.24,Bank Transfer,Retail,North-Charlie,10.0,2023.0,70.61000000000058,84433.22,-75215.37
1072,,David,North,6976.49,35,Electronics,4349.36,4645.17,Returning,0.18,Credit Card,Retail,North-David,,,295.8100000000004,152227.59999999998,-145251.11
1036,,Bob,West,7316.91,19,Furniture,2844.97,3215.0,Returning,0.09,Credit Card,Retail,West-Bob,,,370.0300000000002,54054.42999999999,-46737.51999999999
1038,2023-12-05,Bob,South,8630.74,20,Clothing,2607.31,2774.86,New,0.27,Credit Card,Retail,South-Bob,12.0,2023.0,167.55000000000018,52146.2,-43515.46
1084,,Eve,South,2813.31,36,Furniture,1458.77,1485.75,New,0.25,Credit Card,Online,South-Eve,,,26.980000000000018,52515.72,-49702.41
1099,,David,East,8090.0,35,Clothing,2610.19,2682.53,New,0.14,Cash,Retail,East-David,,,72.34000000000015,91356.65000000001,-83266.65000000001
1089,,Eve,South,2032.88,32,Clothing,4248.5,4706.7,New,0.01,Bank Transfer,Retail,South-Eve,,,458.1999999999998,135952.0,-133919.12
1099,2023-11-05,Alice,South,3518.89,48,Food,3441.61,3693.45,Returning,0.19,Bank Transfer,Online,South-Alice,11.0,2023.0,251.8399999999997,165197.28,-161678.38999999998
1025,,David,North,3422.54,44,Food,1485.72,1717.97,New,0.02,Credit Card,Retail,North-David,,,232.25,65371.68,-61949.14
1093,,Charlie,North,9787.4,40,Furniture,1047.25,1075.89,New,0.28,Credit Card,Retail,North-Charlie,,,28.6400000000001,41890.0,-32102.6
1018,2024-01-01,Alice,West,8579.72,24,Electronics,1362.78,1729.81,New,0.29,Bank Transfer,Online,West-Alice,1.0,2024.0,367.03,32706.72,-24127.0
1082,2023-11-06,Alice,North,7041.58,17,Furniture,890.31,1159.06,Returning,0.06,Cash,Retail,North-Alice,11.0,2023.0,268.75,15135.269999999999,-8093.689999999999
1066,,Charlie,North,7297.86,7,Clothing,523.42,632.44,New,0.2,Bank Transfer,Online,North-Charlie,,,109.0200000000001,3663.9399999999996,3633.92
1054,,Alice,North,5664.52,43,Food,2124.72,2188.66,Returning,0.03,Credit Card,Retail,North-Alice,,,63.940000000000055,91362.95999999999,-85698.43999999999
1035,,David,North,9476.2,1,Furniture,610.83,808.69,New,0.22,Credit Card,Online,North-David,,,197.86,610.83,8865.37
1080,,Eve,West,5012.96,35,Furniture,900.97,1321.18,Returning,0.1,Cash,Online,West-Eve,,,420.21000000000004,31533.95,-26520.99
1061,,Alice,North,3867.13,32,Food,2759.26,3193.25,New,0.2,Bank Transfer,Online,North-Alice,,,433.9899999999998,88296.32,-84429.19
1041,2023-08-01,David,East,1714.05,36,Food,864.77,1170.16,Returning,0.11,Cash,Retail,East-David,8.0,2023.0,305.3900000000001,31131.72,-29417.670000000002
1100,,Bob,East,7883.44,13,Food,366.2,732.69,New,0.04,Cash,Retail,East-Bob,,,366.49000000000007,4760.599999999999,3122.84
1033,2023-09-11,David,East,7370.99,6,Clothing,1621.07,1687.5,Returning,0.12,Credit Card,Online,East-David,9.0,2023.0,66.43000000000006,9726.42,-2355.4300000000003
1068,2023-04-09,Eve,East,3905.11,14,Food,1140.58,1438.76,Returning,0.03,Bank Transfer,Online,East-Eve,4.0,2023.0,298.18000000000006,15968.119999999999,-12063.009999999998
1033,,David,North,349.41,37,Electronics,2600.76,2937.57,New,0.17,Credit Card,Retail,North-David,,,336.80999999999995,96228.12000000001,-95878.71
1014,2023-12-09,Charlie,East,8406.07,48,Furniture,556.72,665.07,Returning,0.01,Bank Transfer,Retail,East-Charlie,12.0,2023.0,108.35000000000002,26722.56,-18316.49
1021,,Eve,North,213.04,15,Food,3771.27,4212.55,Returning,0.16,Credit Card,Retail,North-Eve,,,441.2800000000002,56569.05,-56356.01
1048,,Bob,West,7066.63,47,Food,4535.86,4641.41,New,0.27,Credit Card,Retail,West-Bob,,,105.55000000000018,213185.41999999998,-206118.78999999998
1020,2023-06-09,Charlie,East,9705.55,4,Clothing,3730.0,3893.6,New,0.25,Bank Transfer,Retail,East-Charlie,6.0,2023.0,163.5999999999999,14920.0,-5214.450000000001
1008,,David,South,4432.85,40,Clothing,2687.49,3001.56,Returning,0.26,Bank Transfer,Online,South-David,,,314.07000000000016,107499.59999999999,-103066.74999999999
1007,,Eve,East,2426.24,16,Furniture,4310.31,4633.1,New,0.28,Credit Card,Retail,East-Eve,,,322.78999999999996,68964.96,-66538.72
1067,2023-08-03,Bob,East,7078.22,28,Electronics,3489.85,3842.55,New,0.03,Bank Transfer,Online,East-Bob,8.0,2023.0,352.7000000000003,97715.8,-90637.58
1017,,Charlie,North,8189.57,16,Furniture,102.23,167.12,New,0.04,Credit Card,Retail,North-Charlie,,,64.89,1635.68,6553.889999999999
1033,2023-07-04,Bob,East,5509.66,4,Food,2000.75,2426.99,Returning,0.17,Bank Transfer,Online,East-Bob,7.0,2023.0,426.2399999999998,8003.0,-2493.34
1048,2023-02-04,David,South,9673.65,45,Electronics,4262.21,4533.31,Returning,0.27,Credit Card,Online,South-David,2.0,2023.0,271.10000000000036,191799.45,-182125.80000000002
1076,,Bob,North,611.52,26,Electronics,1762.0,2002.95,Returning,0.29,Credit Card,Retail,North-Bob,,,240.95000000000005,45812.0,-45200.48
1059,,Alice,North,5097.48,28,Electronics,224.32,715.06,Returning,0.01,Credit Card,Online,North-Alice,,,490.73999999999995,6280.96,-1183.4800000000005
